文件名,表名,导入方式,文件类型,分隔符,是否必须,源接口名,目标接口名,场次,配置文件路径,UDS接收目录,,
EDW_Z_CBM018,CBMS_EDW_MATCHRESULT_EXACT,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM018.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
WCMMODEL003,MSC_XMBALANCE_TMP,TRUNCATE,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\WCMMODEL003.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
FCR_CCUSTBAOLIUS_2CBMS,CBMS_DJBLREPORT_IMP,TRUNCATE,SEPARATOR,27,Y,FCR,MSC,104,999999999,SKIP,D:\config\imp_config\cbms\day\fcrm\FCR_CCUSTBAOLIUS_2CBMS.xml,/snfs1/F-CBMS/target/MSC/FCR/104/
FCR_CCUSTBIANGES_2CBMS,CBMS_FRCHGREPORT_IMP,TRUNCATE,SEPARATOR,27,Y,FCR,MSC,104,999999999,SKIP,D:\config\imp_config\cbms\day\fcrm\FCR_CCUSTBIANGES_2CBMS.xml,/snfs1/F-CBMS/target/MSC/FCR/104/
FCR_CCUSTDANBIS_2CBMS,CBMS_DBZFKZREPORT_IMP,TRUNCATE,SEPARATOR,27,Y,FCR,MSC,104,999999999,SKIP,D:\config\imp_config\cbms\day\fcrm\FCR_CCUSTDANBIS_2CBMS.xml,/snfs1/F-CBMS/target/MSC/FCR/104/
FCR_CCUSTLEIJIS_2CBMS,CBMS_LJZFKZREPORT_IMP,TRUNCATE,SEPARATOR,27,Y,FCR,MSC,104,999999999,SKIP,D:\config\imp_config\cbms\day\fcrm\FCR_CCUSTLEIJIS_2CBMS.xml,/snfs1/F-CBMS/target/MSC/FCR/104/
FCR_CCUSTLIANXIS_2CBMS,CBMS_LXADRCHGREPORT_IMP,TRUNCATE,SEPARATOR,27,Y,FCR,MSC,104,999999999,SKIP,D:\config\imp_config\cbms\day\fcrm\FCR_CCUSTLIANXIS_2CBMS.xml,/snfs1/F-CBMS/target/MSC/FCR/104/
FCR_CCUSTQUDAOS_2CBMS,CBMS_QDGKREPORT_IMP,TRUNCATE,SEPARATOR,27,Y,FCR,MSC,104,999999999,SKIP,D:\config\imp_config\cbms\day\fcrm\FCR_CCUSTQUDAOS_2CBMS.xml,/snfs1/F-CBMS/target/MSC/FCR/104/
FCR_CCUSTVOUCHERLRS_2CBMS,CBMS_PZGSREPORT_IMP,TRUNCATE,SEPARATOR,27,Y,FCR,MSC,104,999999999,SKIP,D:\config\imp_config\cbms\day\fcrm\FCR_CCUSTVOUCHERLRS_2CBMS.xml,/snfs1/F-CBMS/target/MSC/FCR/104/
FCR_CCUSTYUEKZS_2CBMS,CBMS_YEKZREPORT_IMP,TRUNCATE,SEPARATOR,27,Y,FCR,MSC,104,999999999,SKIP,D:\config\imp_config\cbms\day\fcrm\FCR_CCUSTYUEKZS_2CBMS.xml,/snfs1/F-CBMS/target/MSC/FCR/104/
FCR_CCUSTYUJINGS_2CBMS,CBMS_KXHREPORT_IMP,TRUNCATE,SEPARATOR,27,Y,FCR,MSC,104,999999999,SKIP,D:\config\imp_config\cbms\day\fcrm\FCR_CCUSTYUJINGS_2CBMS.xml,/snfs1/F-CBMS/target/MSC/FCR/104/
CFMB_AGENT_CONTACT,CBMS_AGENT_CONTACT,APPEND,SEPARATOR,27,Y,FM,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\fmbm\CFMB_AGENT_CONTACT.xml,/snfs1/F-CBMS/target/MSC/FM/002/
CFMB_FILE_LIST,CBMS_CFMB_PAPERS_CLASS,TRUNCATE,SEPARATOR,27,Y,FM,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\fmbm\CFMB_FILE_LIST.xml,/snfs1/F-CBMS/target/MSC/FM/002/
CFMB_MAG_FEE,CBMS_CFMB_FEE_CLASS,TRUNCATE,SEPARATOR,27,Y,FM,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\fmbm\CFMB_MAG_FEE.xml,/snfs1/F-CBMS/target/MSC/FM/002/
CFMB_MARKET_INFORMATION,CBMS_CFMB_INFO,APPEND,SEPARATOR,27,Y,FM,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\fmbm\CFMB_MARKET_INFORMATION.xml,/snfs1/F-CBMS/target/MSC/FM/002/
CFMB_PRODUCT_INTRODUCTION,CBMS_CFMB_INFO,APPEND,SEPARATOR,27,Y,FM,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\fmbm\CFMB_PRODUCT_INTRODUCTION.xml,/snfs1/F-CBMS/target/MSC/FM/002/
CFMB_STUDY_REPORT,CBMS_CFMB_INFO,APPEND,SEPARATOR,27,Y,FM,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\fmbm\CFMB_STUDY_REPORT.xml,/snfs1/F-CBMS/target/MSC/FM/002/
GCC_CACR_ALL_INFO,CBMS_GCCM_CACR_ALL_INFO,APPEND,SEPARATE,27,N,GCC,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\gccm\GCC_CACR_ALL_INFO.xml,/snfs1/F-CBMS/target/MSC/GCC/001/
GCC_DCID_CREDIT_GROUP0000000000,CBMS_GCCM_CRDTGRP_INF,APPEND,SEPARATE,27,Y,GCC,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\gccm\GCC_DCID_CREDIT_GROUP.xml,/snfs1/F-CBMS/target/MSC/GCC/001/
GCC_DCID_CREDIT_GROUP_CONN,CBMS_GCCM_CRDTGRPCNN_INF,APPEND,SEPARATE,27,Y,GCC,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\gccm\GCC_DCID_CREDIT_GROUP_CONN.xml,/snfs1/F-CBMS/target/MSC/GCC/001/
GCC_DMAG_EMPLOYEE,CBMS_GCCM_MAG_EMPLOYEE,APPEND,SEPARATE,27,Y,GCC,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\gccm\GCC_DMAG_EMPLOYEE.xml,/snfs1/F-CBMS/target/MSC/GCC/001/
GCC_ZCID_STAFF_INFO,CBMS_CUSTSTAFF_IMP,APPEND,SEPARATOR,27,Y,GCC,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\gccm\GCC_ZCID_STAFF_INFO.xml,/snfs1/F-CBMS/target/MSC/GCC/001/
GCC_ZCID_STAFF_INFO0,CBMS_GCCM_STAFF_INFO,APPEND,SEPARATOR,27,Y,GCC,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\gccm\GCC_ZCID_STAFF_INFO_1.xml,/snfs1/F-CBMS/target/MSC/GCC/001/
GCC_ZMSCACR_CREDIT_LIST,CBMS_CUSTCREDIT_LIST,APPEND,SEPARATOR,27,Y,GCC,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\gccm\GCC_ZMSCACR_CREDIT_LIST.xml,/snfs1/F-CBMS/target/MSC/GCC/001/
CMA_DMAG_AREA,CBMS_GCCM_MAG_AREA,TRUNCATE,SEPARATOR,27,Y,CMA,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\gcms\CMA_DMAG_AREA.xml,/snfs1/F-CBMS/target/MSC/CMA/001/
IEP_CYDCARDAREAINF,CBMS_COUNTRY_CITY_INF,TRUNCATE,FIXLENGTH,null,Y,IEP,MSC,7,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\iepa\IEP_CYDCARDAREAINF.xml,/snfs1/F-CBMS/target/MSC/IEP/007/
IEP_ZYDCARDINF,CBMS_CUSTPUB_RJCT_DTL,APPEND,FIXLENGTH,null,Y,IEP,MSC,7,999999999,SKIP,D:\config\imp_config\cbms\day\iepa\IEP_ZYDCARDINF.xml,/snfs1/F-CBMS/target/MSC/IEP/007/
MAM_PRODDEPT,CBMS_PROD_DEPT_TMP,TRUNCATE,FIXLENGTH,,Y,MAM,MSC,,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\mams\MAM_PRODDEPT.xml,/snfs1/F-CBMS/target/MSC/MAM//
PARKPI0000000000,CBMS_MPVS_PARKPI_TMP,TRUNCATE,FIXLENGTH,,Y,MP1,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\mpvs\PARKPI0000000000.xml,/snfs1/F-CBMS/target/MSC/MP1/001/
PARKPIPROD0000000000,CBMS_MPVS_PARKPIPROD_TMP,TRUNCATE,FIXLENGTH,,Y,MP1,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\mpvs\PARKPIPROD0000000000.xml,/snfs1/F-CBMS/target/MSC/MP1/001/
PARPRODKPITYPE0000000000,CBMS_MPVS_PARPRODKPITYPE_TMP,TRUNCATE,FIXLENGTH,,N,MP1,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\mpvs\PARPRODKPITYPE0000000000.xml,/snfs1/F-CBMS/target/MSC/MP1/001/
MCP_ALLCHARGED,CBMS_OMC_ALLCHARGE_IMP,APPEND,SEPARATOR,27,Y,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_ALLCHARGED.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_ALLCHARGEM,CBMS_OMC_ALLCHARGE_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_ALLCHARGEM.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_ALLCHARGEQ,CBMS_OMC_ALLCHARGE_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_ALLCHARGEQ.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_ALLCHARGEY,CBMS_OMC_ALLCHARGE_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_ALLCHARGEY.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_BORROWD,CBMS_OMC_BORROW_IMP,APPEND,SEPARATOR,27,Y,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_BORROWD.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_BORROWM,CBMS_OMC_BORROW_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_BORROWM.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_BORROWQ,CBMS_OMC_BORROW_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_BORROWQ.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_BORROWY,CBMS_OMC_BORROW_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_BORROWY.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_CHARGED,CBMS_OMC_CHARGE_IMP,APPEND,SEPARATOR,27,Y,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_CHARGED.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_CHARGEM,CBMS_OMC_CHARGE_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_CHARGEM.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_CHARGEQ,CBMS_OMC_CHARGE_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_CHARGEQ.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_CHARGEY,CBMS_OMC_CHARGE_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_CHARGEY.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_HAPPEND,CBMS_OMC_HAPPEN_IMP,APPEND,SEPARATOR,27,Y,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_HAPPEND.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_HAPPENM,CBMS_OMC_HAPPEN_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_HAPPENM.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_HAPPENQ,CBMS_OMC_HAPPEN_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_HAPPENQ.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_HAPPENY,CBMS_OMC_HAPPEN_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_HAPPENY.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_LOAND,CBMS_OMC_LOAN_IMP,APPEND,SEPARATOR,27,Y,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_LOAND.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_LOANM,CBMS_OMC_LOAN_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_LOANM.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_LOANQ,CBMS_OMC_LOAN_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_LOANQ.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_LOANY,CBMS_OMC_LOAN_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_LOANY.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_OPENACCTD,CBMS_OMC_OPENACCT_IMP,APPEND,SEPARATOR,27,Y,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_OPENACCTD.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_OPENACCTM,CBMS_OMC_OPENACCT_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_OPENACCTM.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_OPENACCTQ,CBMS_OMC_OPENACCT_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_OPENACCTQ.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
MCP_OPENACCTY,CBMS_OMC_OPENACCT_IMP,APPEND,SEPARATOR,27,N,MCP,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\omcp\MCP_OPENACCTY.xml,/snfs1/F-CBMS/target/MSC/MCP/002/
PCR_COCAMP_DTL_GEN,CBMS_PBCUST_FINA_IMP,APPEND,FIXLENGTH,,N,PCR,MSC,33,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pcrm33\PCR_COCAMP_DTL_GEN.xml,/snfs1/F-CBMS/target/MSC/PCR/033/
PCR_COCAMP_DTL_SUBENT,CBMS_PBCUST_AMT_IMP,APPEND,FIXLENGTH,,N,PCR,MSC,33,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pcrm33\PCR_COCAMP_DTL_SUBENT.xml,/snfs1/F-CBMS/target/MSC/PCR/033/
PCR_CORP_CBMS_CAMP_CUST,CBMS_EBM_CUSTCOL_IMP,TRUNCATE,FIXLENGTH,,Y,PCR,MSC,33,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pcrm33\PCR_CORP_CBMS_CAMP_CUST.xml,/snfs1/F-CBMS/target/MSC/PCR/033/
PCR_CORP_CBMS_CAMP_INFO,CBMS_EBM_ACTIVITY_IMP,TRUNCATE,FIXLENGTH,,Y,PCR,MSC,33,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pcrm33\PCR_CORP_CBMS_CAMP_INFO.xml,/snfs1/F-CBMS/target/MSC/PCR/033/
PCR_CORP_CBMS_CAMP_LIST,CBMS_EBM_ACTLST_IMP,TRUNCATE,FIXLENGTH,,Y,PCR,MSC,33,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pcrm33\PCR_CORP_CBMS_CAMP_LIST.xml,/snfs1/F-CBMS/target/MSC/PCR/033/
PCR_CORP_CBMS_REC_PROD,CBMS_EBM_RECPROD_IMP,TRUNCATE,FIXLENGTH,,Y,PCR,MSC,33,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pcrm33\PCR_CORP_CBMS_REC_PROD.xml,/snfs1/F-CBMS/target/MSC/PCR/033/
FPM_CCR_DTL_MSC,FPMS_CCR_DTL,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_CCR_DTL_MSC.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_CC_DTL_MSC,FPMS_CC_DTL,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_CC_DTL_MSC.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_CFC_DTL_MSC,FPMS_CFC_DTL,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_CFC_DTL_MSC.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_CLC_DTL_MSC,FPMS_CLC_DTL,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_CLC_DTL_MSC.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_COND_MSG_MSC,FPMS_COND_MST,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_COND_MSG_MSC.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_CRC_DTL_MSC,FPMS_CRC_DTL,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_CRC_DTL_MSC.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_CTC_DTL_MSC,FPMS_CTC_DTL,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_CTC_DTL_MSC.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_HDWPAPKM,CBMS_PRODPKM_IMP,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_HDWPAPKM.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_HDWPAPRM,FPMS_PRO_MST,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_HDWPAPRM.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_LCT_MST,FPMS_LCT_MST,TRUNCATE,FIXLENGTH,,Y,FPM,MSC,9,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_LCT_MST.xml,/snfs1/F-CBMS/target/MSC/FPM/009/
FPM_MPPKIND_DEL,CBMS_MPPROD_KIND,APPEND,FIXLENGTH,,N,FPM,MSC,2,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_MPPKIND_DEL.xml,/snfs1/F-CBMS/target/MSC/FPM/002/
FPM_MPPROD_DEL,CBMS_MPPROD_KIND,APPEND,FIXLENGTH,,N,FPM,MSC,2,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_MPPROD_DEL.xml,/snfs1/F-CBMS/target/MSC/FPM/002/
FPM_MPPROD_ISSAREA0000000025,CBMS_PMS_MPPROD_ISSAREA,APPEND,FIXLENGTH,,Y,FPM,MSC,7,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_MPPROD_ISSAREA0000000025.xml,/snfs1/F-CBMS/target/MSC/FPM/007/
FPM_MPPROD_KIND,CBMS_MPPROD_KIND,APPEND,FIXLENGTH,,Y,FPM,MSC,2,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_MPPROD_KIND.xml,/snfs1/F-CBMS/target/MSC/FPM/002/
FPM_MPPROD_OTHPAOAC,CBMS_PMS_MPPROD_TRANS_CTL,APPEND,FIXLENGTH,,Y,FPM,MSC,7,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_MPPROD_OTHPAOAC.xml,/snfs1/F-CBMS/target/MSC/FPM/007/
FPM_MPPROD_RULE0000000007,CBMS_MPPROD_RULE,APPEND,SEPARATOR,27,Y,FPM,MSC,2,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_MPPROD_RULE0000000007.xml,/snfs1/F-CBMS/target/MSC/FPM/002/
FPM_MPPROD_RULE0000000025,CBMS_PMS_MPPROD,APPEND,FIXLENGTH,,Y,FPM,MSC,7,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_MPPROD_RULE0000000025.xml,/snfs1/F-CBMS/target/MSC/FPM/007/
FPM_MPPROD_RULE0000000028,CBMS_MPPROD_INF,TRUNCATE,FIXLENGTH,,Y,FPM,MSC,7,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_MPPROD_RULE0000000028.xml,/snfs1/F-CBMS/target/MSC/FPM/007/
FPM_MPPROD_STRUCTMDY,CBMS_PMS_MPPROD_ISSUE_DTL,APPEND,FIXLENGTH,,Y,FPM,MSC,7,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_MPPROD_STRUCTMDY.xml,/snfs1/F-CBMS/target/MSC/FPM/007/
FPM_MPPROD_YIELD0000000025,CBMS_PMS_MPPROD_INCOME,APPEND,FIXLENGTH,,Y,FPM,MSC,7,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_MPPROD_YIELD0000000025.xml,/snfs1/F-CBMS/target/MSC/FPM/007/
FPM_NFDPAPBR,FPMS_PBRA_REL,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_NFDPAPBR.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_NFPAPCH,CBMS_PRODPAP_IMP,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_NFPAPCH.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_PRODUCT0000000003,CBMS_YLJPROD_TMP,TRUNCATE,SEPARATOR,2,Y,FPM,MSC,2,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_PRODUCT0000000003.xml,/snfs1/F-CBMS/target/MSC/FPM/002/
FPM_PRODUCT_SUB,CBMS_PRO_MST,APPEND,FIXLENGTH,,Y,FPM,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_PRODUCT_SUB.xml,/snfs1/F-CBMS/target/MSC/FPM/002/
FPM_PROD_KIND0000000000,CBMS_PRODKIND_TMP,TRUNCATE,FIXLENGTH,,Y,FPM,MSC,2,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_PROD_KIND.xml,/snfs1/F-CBMS/target/MSC/FPM/002/
FPM_PROD_KIND_NEW,CBMS_PRODPKM_INF,APPEND,FIXLENGTH,,Y,FPM,MSC,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_PROD_KIND_NEW.xml,/snfs1/F-CBMS/target/MSC/FPM/002/
FPM_PROP_GROUP_FILE_DEF,CBMS_PRODFIELDDEF_CTL,TRUNCATE,FIXLENGTH,,Y,FPM,MSC,2,999999999,SKIP,D:\config\imp_config\cbms\day\pms\FPM_PROP_GROUP_FILE_DEF.xml,/snfs1/F-CBMS/target/MSC/FPM/002/
FPM_SFC_DTL_MSC,FPMS_SFC_DTL,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_SFC_DTL_MSC.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_SLC_DTL_MSC,FPMS_SLC_DTL,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_SLC_DTL_MSC.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_SRC_DTL_MSC,FPMS_SRC_DTL,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_SRC_DTL_MSC.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_STC_DTL_MSC,FPMS_STC_DTL,APPEND,FIXLENGTH,,Y,FPM,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_STC_DTL_MSC.xml,/snfs1/F-CBMS/target/MSC/FPM/008/
FPM_STRUCT_SELL,CBMS_PMS_STRUCT_SELL,APPEND,FIXLENGTH,,Y,FPM,MSC,7,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\pms\FPM_STRUCT_SELL.xml,/snfs1/F-CBMS/target/MSC/FPM/007/
RMH_ZLPOSDEVINFO,CBMS_CC_POSMACH_TMP,APPEND,SEPARATOR,27,Y,RMH,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\day\rmi\RMH_ZLPOSDEVINFO.xml,/snfs1/F-CBMS/target/MSC/RMH/001/
RMH_ZLSELFBRAND,CBMS_POSMACH_BRAND,TRUNCATE,SEPARATOR,27,Y,RMH,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\rmi\RMH_ZLSELFBRAND.xml,/snfs1/F-CBMS/target/MSC/RMH/001/
RMH_ZLSELFLARGE,CBMS_POSMACH_LARGE,TRUNCATE,SEPARATOR,27,Y,RMH,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\rmi\RMH_ZLSELFLARGE.xml,/snfs1/F-CBMS/target/MSC/RMH/001/
RMH_ZLSELFMODEL,CBMS_POSMACH_MODEL,TRUNCATE,SEPARATOR,27,Y,RMH,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\rmi\RMH_ZLSELFMODEL.xml,/snfs1/F-CBMS/target/MSC/RMH/001/
RMH_ZLSELFSMALL,CBMS_POSMACH_SMALL,TRUNCATE,SEPARATOR,27,Y,RMH,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\rmi\RMH_ZLSELFSMALL.xml,/snfs1/F-CBMS/target/MSC/RMH/001/
TPF_ENDEFFECTDATE,CBMS_AGRMATUREM_IMP,APPEND,FIXLENGTH,,Y,TPF,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\tpfd\TPF_ENDEFFECTDATE.xml,/snfs1/F-CBMS/target/MSC/TPF/001/
WY_CERT_ACQUIRE_AUTO,CBMS_CUSTACT_IMP,APPEND,FIXLENGTH,,Y,WY,MSC,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\wy22\WY_CERT_ACQUIRE_AUTO.xml,/snfs1/F-CBMS/target/MSC/WY/022/
